Name,Price
Barbican Regular Malt Beverage,$1.69
Skyflakes M.Y Sans Crackers,$6.99
"Chicken Breast, Club Pack Boneless Skinless",$17.64
"Chicken Drumsticks, Club Pack",$6.79
"Chicken Thighs, Club Pack",$9.92
Chicken Thigh  Boneless Skinless Club Pack,$16.64
"Chicken Breast Skinless Bone In, Club Pack",$18.49
"Split Chicken Wings, Club Pack",$11.25
"Chicken Leg (Back Attached) , Club Pack",$9.15
Brazilian Chicken Wings,$149.99
"Maple Leaf Halal Shawarma Strips, Frozen (Case)",$115.99
"Maple Leaf Halal Chicken Wings, Cooked Frozen",$81.99
"No Name Chicken Burger, Club Pack",$10.49
Sargent Farms Halal Fresh  Boneless Skinless Chicken Breast,$65.99
"GFS Chicken Breast, Individually Frozen (Case)",$56.99
Sufra Skin-on Chicken Drumsticks,$12.00
"Sufra Chicken Thigh, Club Pack",$12.00
No Name Buffalo Chicken Wings,$22.99
President's Choice Crisp & Crunchy Mild Southern-Style Chicken Wings,$25.99
"Golden Maple Chicken Strips, Fully Cooked",$20.00
"Chicken Breast, Individually Quick Frozen",$59.99
"Turkey 7-9KG, Frozen",$49.00
"Turkey 3-5KG, Frozen",$30.00
"Pinty's Young Turkey Heritage Recipe Seasoned With Natural Flavours, 3-5 KG Frozen",$32.52
"Chicken Breast, Bone-in Skin On, Club Pack",$14.19
"Chicken Fries, Fully Cooked",$10.00
"Sunspun Chicken Breasts, Frozen",$63.99
"Turkey, 5-7KG Frozen",$40.00
GFS Dusted Chicken Wings,$79.99
Utility Frozen Turkey 9-11 Kg,$65.00
"Pinty's Young Turkey Heritage Recipe Seasoned With Natural Flavours, 5-7 KG Frozen",$44.88
"No Name Chicken Strips, Club Pack",$9.99
Sufra Chicken Legs,$12.00
"Golden Maple Chicken Nuggets, Fully Cooked",$20.00
"Chicken Fingers, Breaded & Seasoned",$20.00
"Pinty's Young Turkey Seasoned with Natural Flavours, Frozen",$43.09
Sufra Boneless Skinless Chicken Breasts,$24.00
Sufra Extra Lean Ground Chicken,$8.00
"Chicken Whole, Tray Pack",$13.90
Sargent Farms Halal Chicken Leg Quarters,$21.99
Sufra Halal Chicken Wings,$22.00
Sufra Halal Chicken Strips,$8.99
"Pinty's Young Turkey Seasoned with Natural Flavours, Frozen",$39.27
Lean Ground Beef,$7.99
Extra Lean Ground Beef,$8.99
Italian Meatballs,$10.00
President's Choice Thick & Juicy™ Prime Rib Beef Burger,$14.99
Medium Ground Beef,$5.99
Halal Peeled Knuckle,$107.87
Strip Loin,$173.94
Commercial Beef Rib-Eye,$83.96
Commercial Beef Strip Loin,$77.31
Sufra Halal Kafta Beef Burgers,$15.99
Inside Round,$109.17
Eye Of Round,$46.47
President's Choice Thick & Juicy Bear Paw Burgers (Case),$47.99
Al Safa Certified Lean Ground Beef,$10.99
Halal Strip Loin,$142.45
Commercial Beef Strip Loin,$79.95
Golden Maple Chicken Balls Fully Cooked,$20.00
Rosina Meatballs Italian Style,$34.99
Beef Brisket,$90.04
"Ground Beef, Lean Tube",$53.96
President's Choice Thick & Juicy Beef Burgers,$47.99
Outside Round,$90.44
Commercial Beef Tenderloin,$62.62
"No Name Burger C/Pack 20'S 5Lb, Club Pack",$21.99
Beef Oxtail,$13.72
Commercial Beef Rib Eye,$104.40
Beef Brisket Point,$59.80
AAA Beef Top Sirloin Butt,$119.52
Halal Top Butts,$105.66
Beef Ribs,$16.79
Halal Brisket,$112.41
Sufra Halal Beef Burgers,$16.99
"GFS Rosina Italian Meatballs, Cooked",$47.99
Sirloin Tip,$77.45
Halal Eye of Round,$42.60
Medium Ground Beef Tube,$47.18
President's Choice Free From Mild Italian Pork Sausages,$6.28
President's Choice Free From Original Breakfast Pork Sausages,$6.49
President's Choice Free From Maple Breakfast Pork Sausages,$6.49
President's Choice Free From Hot Italian Pork Sausages,$6.28
"No Name Smoked Sausages, Cheese",$8.99
No Name Original Smoked Sausages,$8.99
"Schneider Smoked Sausage, Classic Cheddar",$5.69
President's Choice Cheddar Smokies,$12.99
"Schneider Smoked Sausage, Classic Recipe",$5.69
President's Choice Original Smokies,$12.99
Marcangelo Mild Italian Sausage,$10.00
"President's Choice Cocktail Sausage Smokies, Original",$6.49
Maple Lodge Farms LT Ultimate Chicken Wiener,$5.99
"Schneider Smoked Sausage, Oktoberfest",$5.69
President's Choice Cheddar Jalapeno Smokies Pork Sausages,$13.99
Lesters Breakfast Sausage,$43.99
"Johnsonville Smoked Sausage, Beef",$5.99
"Sunspun Pork Sausage, Frozen (Case)",$47.99
No Name Knackwurst Smoked Sausages,$8.99
Pork Breakfast Sausage,$38.99
President's Choice Italian Smokies,$12.99
President's Choice October Wurst Fully Cooked Pork Sausages,$12.99
Hot Debreziner Sausage,$33.99
"Johnsonville Smoked Sausage, Beef & Cheddar",$5.99
President's Choice Honey Garlic Smokies,$12.99
"Sunspun Sausage, Cooked Debreziner",$58.99
Mild Debreziner Sausage (Case),$33.99
"Sunspun Breakfast Sausages, Frozen (Case)",$47.99
Olymel Sausage Pork & Beef,$39.99
"Lean Ground Pork, Club Pack",$10.40
Pork Back Ribs Frozen,$26.50
Schneider Original Half Ham,$13.49
Maple Leaf Original Natural Smoked Ham,$11.49
President's Choice Free From Smoked Ham,$12.99
Maple Leaf Natural Smoked Black Forest Ham,$11.99
Cooks Cook's Whole Smoked Picnic Ham,$38.54
Pork Loin Boneless Main Muscle,$21.68
Smoked Whole Ham,$36.43
"Smoked Side Bacon, Sliced",$8.13
President's Choice Applewood-Smoked Spiral-Sliced Bone-In Half Ham with Apple Cider Glaze Pouch,$44.55
"President's Choice Hickory, Smoked Spiral, Sliced Bone, In Half Ham With Brown Sugar Glaze Pouch",$42.71
Pork Boneless Chop Rib,$12.27
"Pork Back Ribs, 2-pack",$232.11
Pork Back Ribs,$7.88
"Pork Loin Comb End, Club Pack",$10.58
No Name Pork Cottage Roll,$14.19
Butcher's Choice Pork Shoulder Blade Steak,$22.89
Cooks Cook's Portion Ham,$36.17
Montpak Lean Ground Veal,$5.29
President's Choice Free From Lean Ground Lamb,$13.99
President's Choice Free From Australian Lamb Boneless Leg,$28.97
President's Choice Free From Australian Lamb Loin Chops,$13.36
Montpak Veal Breaded Cutlet,$3.99
New Zealand Lamb Loin Chops,$10.99
President's Choice Fresh Lamb Marinated Loin Chops,$11.88
President's Choice Free From Australian Lamb Shoulder Chops,$6.26
"Lamb Leg, Short Cut, Previously Frozen",$46.21
New Zealand Lamb Shoulder Blade Chops,$18.99
Salmon,$9.99
High Liner Catch of the Day Salmon Fillets,$12.99
Seaquest Pacific White Shrimp Raw 16-20/LB,$7.49
Seaquest Salad Shrimp,$10.99
President's Choice Pacific White Shrimp Raw Zipperback Large,$24.99
Raw Shrimp P&D Tail On 16/20,$35.99
"GFS White Shrimp, Peeled & Deveined 21-25 ct",$24.99
"GFS White Shrimp, Peeled & Deveined 41-50 ct",$17.99
Vannamei Prawns 26/30,$99.99
Breaded Squid Rings,$10.00
GFS Battered Haddock Fillets,$99.99
Anchor Bay Mussel Meat,$4.99
Aquastar King Crab Legs,$41.99
Feature Foods Herring Rollmops,$8.99
Seaquest Cod Fillets Wild Pacific,$4.49
Seaquest Wild Haddock Fillets Skinless Boneless,$6.99
Seaquest King Crab Flavoured Wild Alaska Pollock & Wild Pacific Whiting,$2.99
Seaquest Leg-style King Crab Flavoured Wild Alaska Pollock & Wild Pacific Whiting,$2.99
$10 Basa Fillets,$10.00
Seaquest Lobster Flavoured Wild Alaska Pollock Chunks,$2.99
Seaquest Tilapia Fillets,$8.99
Premier Tilapia,$8.49
Seaquest Crab Flakes,$5.49
Wild Sole Fillets,$10.00
Seaquest Crab Leg Style,$5.49
"GFS Highliner Haddock Fillet, Individually Quick Frozen",$97.99
"Kitchen Essentials Haddock Loin, Individually Frozen",$48.99
"GFS Haddock, Frozen Battered",$81.99
"Kitchen Essentials Pollock Fillet, Individually Frozen",$26.99
"Kitchen Essentials Haddock Loin, Individually Frozen",$53.99
"GFS FPI Battered Pollock, English Style",$77.99
"High Liner Haddock Loins, Boneless 4oz",$105.99
No Name Regular Ripple Cut Potato Chips,$1.49
Lay's Classic potato chips,$3.99
No Name Lightly Salted Rippled Potato Chips,$1.49
Doritos Nacho Cheese flavoured tortilla chips,$3.99
No Name Salt & Vinegar Potato Chips,$1.49
No Name Barbecue Potato Chips,$1.49
No Name All Dressed Potato Chips,$1.49
Tostitos Rounds Tortilla Chips,$3.29
No Name Regular Potato Chips,$1.49
No Name Ketchup Potato Chips,$1.49
Tostitos Restaurant Style tortilla chips 275g,$3.29
Miss Vickies Sea Salt & Malt Vinegar flavour kettle cooked potato chips 200g,$4.99
Lay's Ketchup flavoured potato chips,$3.99
No Name Dill Pickle Potato Chips,$1.49
Ruffles All Dressed Flavoured Potato Chips,$4.49
Lay's Salt & Vinegar flavoured potato chips,$3.99
Ruffles Sour Cream 'n Onion Flavoured Potato Chips,$4.49
Ruffles Regular Potato Chips,$4.49
Doritos Cool Ranch Flavoured Tortilla Chips,$3.99
Lay's Bar-B-Q flavoured potato chips,$3.99
Miss Vickies Original Recipe kettle cooked potato chips 200g,$4.99
Cheetos Puffs Cheese Flavoured Snacks,$3.99
Lay's Sour Cream & Onion flavoured potato chips,$3.99
Doritos Sweet Chili Heat! flavoured tortilla chips,$3.99
Lay's Wavy Original potato chips,$3.99
Tostitos Hint of Lime flavour tortilla chips 275g,$3.29
Tostitos Scoops! tortilla chips 215g,$3.29
Quaker Crispy Minis Crunchy Dill flavour brown rice chips,$2.49
Smart Food White Cheddar flavour seasoned popcorn 200g,$3.29
Lay's Dill Pickle flavoured potato chips,$3.99
Cheetos Crunchy Cheese Flavoured Snacks,$3.99
Doritos Nacho Chips,$5.49
Quaker Crispy Minis Original Large Brown Rice Cakes,$2.49
Quaker Crispy Minis Cheddar flavour brown rice chips,$2.49
Tostitos Multigrain Rounds Tortilla Chips 270g,$3.29
President's Choice Unsweetened Apple Sauce,$2.29
"Kelloggs Nutri-Grain Cereal Bars, Strawberry 8 Bars",$3.49
Frito-lay Classic Mix 504g,$9.99
Doritos Zesty Cheese flavoured tortilla chips,$3.99
Miss Vickies Sweet Chili & Sour Cream flavour kettle cooked potato chips 200g,$4.99
Hawkins Cheezies,$3.49
Chicago American Cheese Flavoured Corn Snacks Cheddar,$7.99
"Sunkist Fruit Snacks, Assorted Flavours",$9.99
"Doritos Nacho Cheese, Vending Chips",$30.69
Old Dutch Chips,$13.49
Doritos Sweet Chili Heat! flavoured tortilla chips,$5.49
Old Dutch Potato Snack Bbq Flavoured,$29.99
Chicago American Nacho Corn Snacks,$7.99
Miss Vickies Sour Cream & Caramelized Onion flavour kettle cooked potato chips 200g,$4.99
Chicago American Pretzels Butter Flavoured Twists,$7.99
No Name Regular Potato Crisps,$1.29
No Name Salted Blanched Peanuts,$12.49
Kettle Potato Chips Sea Salt Party Size,$5.49
Corn Nuts Spicy Chili with Lemon,$16.49
"Miss Vickies Kettle Cooked Potato Chips, Sea Salt & Malt Vinegar, Vending Chips",$29.99
"Old Dutch Ripples, Sour Cream & Green Onion",$24.79
Old Dutch Arriba Nacho Cheese Flavour Tortilla Chips,$3.99
Old Dutch Original Potato Chips,$24.79
Mott's Assorted Fruit Snacks,$11.49
Old Dutch BBQ Potato Chips,$24.79
"Lay's Oven Baked Potato Chips, BBQ, Vending Chips",$29.99
"Corn Nuts Original, Case (18 packs)",$16.49
"Imperial Pop Corn, Resealable",$4.49
Old Dutch Popcorn Twists Snack Size,$5.49
Kettle Potato Chips Yogurt & Green Onion,$3.49
Fritos Favourites 240g,$6.99
Ruffles Double Crunch Jalapeño Cheddar Flavoured Potato Chips,$4.49
Pringles Pizza Flavour Potato Chips,$3.49
Ruffles Poutine Flavoured Potato Chips,$4.49
Old Dutch Salt and Vinegar Chips,$3.99
Quaker Crispy Minis Butter Popcorn Flavour Large Brown Rice Cakes,$2.49
Old Dutch Dutch Crunch Potato Chips Flavour Favourites Crunch Pack,$10.99
Kettle Potato Chips Honey Dijon,$3.49
Kettle Krinkle Cut Potato Chips Truffle Oil & Sea Salt,$3.49
Betty Crocker Fruit Gushers Variety Pack,$3.49
President's Choice Original Kettle Cooked Chips Club Size,$7.99
Old Dutch Original Chips,$3.99
Quaker Crispy Minis Caramel Corn Flavour Large Brown Rice Cakes,$2.49
Kettle Potato Chips Cheddar,$3.49
Quaker Crispy Minis Everything Large Brown Rice Cakes,$2.49
Quaker Chewy Granola Bars - Peach Fruit Crumble,$2.79
"Spitz Sunflower Seeds, Salted",$2.99
Miss Vickies Spicy Dill Pickle flavour kettle cooked potato chips 200g,$4.99
"Orville Popcorn Bowl, Buttery",$5.99
Nature Valley Sweet & Salty Almond Chewy Granola Bars,$3.99
No Name Fruit Salad with Cherries in Light Syrup,$2.39
Kettle Potato Chips Jalapeno,$3.49
Lay's Wavy Lightly Salted potato chips,$3.99
"Snackpack Snack Pack, Pudding, Vanilla",$1.79
Miss Vickies Jalapeño flavour kettle cooked potato chips 200g,$4.99
Haldiram Moong Dal,$9.99
"Ruffles Potato Chips, Regular, Vending Chips",$34.99
"Pringles Snack Stack Potato Chips, Original (Case)",$11.99
"Corn Nuts BBQ, Case (18 packs)",$16.49
"Old Dutch Salt & Vinegar Potato Chips, Vending Chips",$24.79
"Lay's Potato Chips, Classic, Vending Chips",$30.69
Nature Valley Trail Mix Bars- Fruit & Nut,$11.49
"Smart Food Popcorn, White Cheddar (Case)",$35.29
"Kelloggs Krispies Squares Bars, Original Jumbo Pack 30 Bars",$10.99
"Ruffles Potato Chips, Regular, Vending Chips",$34.99
"Pringles Snack Stack Potato Chips, Original (Case)",$11.99
"Old Dutch Salt & Vinegar Potato Chips, Vending Chips",$24.79
"Smart Food Popcorn, White Cheddar (Case)",$35.29
"Kelloggs Krispies Squares Bars, Original Jumbo Pack 30 Bars",$10.99
"Lay's Potato Chips, Classic, Vending Chips",$30.69
Nature Valley Trail Mix Bars- Fruit & Nut,$11.49
Kettle Potato Chips Parmesan Garlic,$3.49
Miss Vickies Applewood Smoked BBQ flavour kettle cooked potato chips 200g,$4.99
"Corn Nuts BBQ, Case (18 packs)",$16.49
Ruffles Kfc Original Recipe Chicken Flavoured Potato Chips Snack Size,$35.29
Rold Gold Classic Style Thins Pretzels 370g,$4.69
Chicago American Party Mix Barrel Snacks,$7.99
Tostitos Restaurant Style tortilla chips 455g,$5.49
Pringles Mega Can Sour Cream & Onion Flavour,$3.79
Kettle Potato Chips Backyard Barbeque,$3.49
Chicago American Popcorn Caramel Sea Salted,$9.99
Quaker Chewy Fruity Fun Value Pack,$11.99
Pringles Grab & Go! BBQ Flavour,$11.99
Miss Vickies Sea Salt & Malt Vinegar flavour kettle cooked potato chips 275g,$5.49
No Name Fruit Salad in Light Syrup,$2.39
"Family's Best Potato Chips, Smokey Bacon",$1.59
"Lay's Potato Chips, Bar-B-Q, Vending Chips",$29.99
"Orville Microwave Popcorn, Buttery",$13.99
"Quaker Chewy Harvest Granola Bars, Yogourt - 3 Flavour 30 bar - Variety pack",$12.99
President's Choice Rich and Chewy Chocolate Chip Granola Bars Club Size,$11.99
"Lay's Potato Chips, Salt & Vinegar, Vending Chips",$29.99
"Miss Vickies Kettle Cooked Potato Chips, Jalapeno, Vending Chips",$29.99
"Cheetos Puffs, Vending Chips",$29.99
President's Choice Extra Butter Flavour Purple Kernel Microwave Popcorn,$5.49
"Doritos Sweet Chili Heat, Vending Chips",$36.29
Crispers Bits & Bites Original Snack Mix,$3.19
"Dan D Pak Cashews, Salted",$19.99
Pringles Mega Can BBQ Flavour,$3.79
"Orville Microwavable Popcorn, Sweet & Salty",$5.99
"Orville Popcorn Bowl, Smart Pop!",$5.99
Pringles Cheddar & Sour Cream Flavour Potato Chips,$3.49
Cheetos Crunchy Cheddar Jalapeño Flavour Cheese Flavoured Snacks,$3.99
Doritos Bold BBQ Flavoured Tortilla Chips,$4.29
Ruffles Mozzarella 'n Marinara Flavoured Potato Chips,$4.49
Pringles Potato Chips Ranch Flavour Limited Time Only!,$3.49
Old Dutch Mixed Snack Variety Pack,$10.99
Nature Valley Sweet & Salty Peanut Chewy Granola Bars,$3.99
"Snackpack Snack Pack, Pudding, Chocolate",$1.79
No Name Chocolate Fudge Pudding Cups 4 Pack,$1.49
"Family's Best Potato Chips, Sour Cream & Onion",$1.59
Nature Valley Double Chocolate,$11.49
Kettle Krinkle Cut Potato Chips Salt & Fresh Ground Pepper Party Size,$5.49
Schneider Traditional Pepperoni Sausage Snacks,$2.29
Hershey's Candy Snack Size Bars,$8.49
Hershey's Candy Snack Size Bars,$8.49
merci Hazelnut-Almond chocolate bar,$3.69
"Cadbury Milk Chocolate, The Classic Creamy Taste, Chocolate Bar",$2.69
Twizzler Strawberry Twists Candy,$3.79
"Cadbury Dairy Milk, Mini Eggs Chocolatey Candy Bar",$2.69
"Skittles Original Chewy Candy, Bowl Size Bag",$5.29
merci Dark 72% chocolate bar,$3.69
No Name Milk Chocolate with Hazelnuts,$1.29
Haribo Rainbow Strips Z!Ng Gummy Candies Share Size,$2.99
Hershey's The Original,$4.99
Hershey's Chocolate Drops Cookies And Creme Pouch,$4.99
Hershey's Syrup Indulgent Caramel Flavour,$6.79
Reese's Peanut Butter White Trees Holiday Candy Bar,$1.89
JOLLY RANCHER Gummies Sours Original,$2.99
Hershey's Reese'S Pieces With Pretzel Candy,$4.99
Maynards Original Gummies Assorted Soft Candy,$2.59
Hershey's Minis,$3.79
"Lynch Ice Cream Topping, Chocolate",$25.49
Toffifee® Hazelnut in Caramel with Creamy Nougat And Chocolate Candy,$3.39
Regal Ages 4+ Pops,$16.99
"Charleston Chews, Chocolate",$32.99
Koala Candy Cream Soda Float,$6.79
Nestlé Candy Coated Milk Chocolate Family Size,$10.99
Sesame,$10.49
"Hershey's Hershey’S Kisses Sugar Cookie Holiday & Christmas Candy, 180G",$4.99
Toblerone White Chocolate Bar,$9.99
Nestlé Turtles Assorted Holiday Gift Chocolates,$10.99
"M&M's Peanut Milk Chocolate Candies, Sharing Bag",$4.99
President's Choice Caramel Syrup,$3.39
President's Choice Mini Waffle Bowls,$3.99
Twizzler Orange Cream Pop Filled Twists Candy,$3.79
"Baileys Hazelnut Irish Cream Truffles, Christmas Chocolates",$9.49
Cadbury Mini Eggs Assorted Chocolate,$5.49
No Name Mini Cups,$2.99
Regal Icy Squares,$14.99
"M&M's Peanut Butter Milk Chocolate Candies, Party Size Share Bag",$15.29
"Skittles Wild Berry Gummy Candy, Sharing Bag",$5.29
Trolli Sour Brite Crawlers Candy,$2.69
"Skittles Sour Chewy Candy, Full Size Bag",$26.99
"M&M's Peanut Milk Chocolate Candies, Party Size Share Bag",$15.29
Maynards Watermelon Soft Candy,$4.49
Cadbury Mini Eggs Candy Cane Chocolate Eggs Mini,$5.49
Oh Henry! Bite Sized Pieces with Reese Peanut Butter,$4.99
President's Choice Old Fashioned Butterscotch Ice Cream & Dessert Topping,$3.49
Nestlé Smarties Candy Coated Milk Chocolate Pouch,$4.29
Hershey's Chocolate Iconic Kisses Milk,$4.99
Cadbury Salted Caramel Chocolate Bar,$4.49
Morris Big Chewy Candy,$2.69
Hershey's Creamy Milk Chocolate Family Size Bar,$2.59
Nestlé Aero Bubbles Milk Chocolate Minis Pouch,$11.49
Morris Candy Sour Big Chewy,$2.69
Hershey's Chocolate Cookies n Crème Kisses,$4.99
Hershey's Syrup Genuine Chocolate Flavour,$6.79
Regal Pet Surprise,$27.99
Vidal Strawberry Orange Soda Candy,$10.99
"Maltesers Milk Chocolate Candy Bites, Sharing Bag",$15.29
"Skittles Assorted Halloween Candy, 90 Count",$11.99
Charms Blow Pop Super Blow Pops,$13.99
Gummy Zone Candy Sour Gummy,$5.99
McCormicks Candy Spearmint Leaves,$10.49
"Kinder BUENO Mini Milk Chocolate and Hazelnut Cream Candy Bars, Back contains 18 Individually Wrapped Pieces",$2.99
Koala Candy Sour Bone,$7.99
Maynards Sour Patch Kids Sour Patch Kids Original Soft Candy,$8.59
Big Mouth Candy Spray,$23.99
Mclean Topping Chocolate Fudge 4 L,$29.49
Mclean Cone Dip Topping Salted Caramel Milk Chocolate,$35.99
Hershey's Excellence Collection,$11.99
Maynards Soft Candy,$4.49
JOLLY RANCHER Gummies Candy Original Flavours,$3.69
Hershey's Candy Mini Cookies 'n' Creme,$4.99
JOLLY RANCHER MISFITS Original Gummies,$2.99
Dubble Bubble 40 cent,$12.69
Gummy Zone Sour Gummy Candy Sour Super Size,$5.99
Regal Popeye Candy Sticks,$10.49
Regal Green Pinwheel Candy,$6.99
Junior Mints Junior Mints,$32.99
Mclean Topping Caramel 4 L,$26.99
"Lynch Chocolate Syrup, Premium",$18.39
Airheads Blue Raspberry,$7.49
Carnaby Sweet Gummy Sour Worms,$3.99
Regal Mega Double Lollies,$29.99
Baby Bottle Pop Baby Bottle Pop (Case),$27.99
"Hershey's Pot Of Gold Excellence Collection, Chocolate Gift Box, 244G",$6.99
Maynards Sour Patch Kids Cherry Blasters Soft Candy,$4.49
McCormicks Dino-Sours Candy,$10.49
JOLLY RANCHER MISFITS Sour Gummies,$2.99
Twizzler Nibs Rainbow Twists,$3.79
Maynards Swedish Berries Tropical Soft Candy,$2.59
Dare Realfruit Superfruits,$4.39
Maynards Swedish Berries Soft Candy,$1.99
Reese's Thins Peanut Butter Cups Dark Chocolate,$4.99
Twizzlers Gummies Press'D Orange,$3.99
Nestlé Smarties Sharing Block,$2.59
Joy Cake Ice Cream Cone Dispenser,$12.99
Vidal Watermelon Tart,$10.99
Hershey's Chocolate Mini Pouch,$4.99
Werther's Original Chewy Caramel Candy,$2.99
Nestlé KitKat Pops Chocolaty Hazelnut Snacks Pouch,$4.29
JOLLY RANCHER Assorted,$2.99
Reese's Peanut Butter Pumpkins Halloween Candy,$2.69
"Hershey's Kisses Grinch Milk Chocolate, Festive Holiday & Christmas Chocolate, 180G",$4.99
Carnaby Sweet Gummy Worms,$3.99
poppycock Poppycock original nature,$9.99
President's Choice Waffle Cones,$3.99
President's Choice Sugar Cones,$2.99
"M&M's Classic Mix, Milk Chocolate, Peanut and Peanut Butter Flavoured Milk Chocolate Candies, Sharing Bag",$4.99
Airheads White Mystery,$7.49
"Big Mouth Candy Spray, Sour",$23.99
JOLLY RANCHER Tropical Hard Candy,$2.99
Maynards Sour Patch Kids Extreme Soft Candy,$1.99
Mondoux Juby Cherry Slice,$16.49
"Hershey's Pot Of Gold Dark Chocolate Gift Box Collection, 248G",$6.99
Dentyne Ice Spearmint Gum,$20.99
McCormicks Gummy Candy Ocean,$6.99
Regal Icy Bar Candy Milk,$1.69
Dubble Bubble Dubble Bubble,$16.99
President's Choice Milk Chocolate Covered Almonds,$13.29
Mclean Topping Chocolate 4 L,$26.99
JOLLY RANCHER Fruity Sours,$2.99
Gummy Zone Candy Sourstraw Tangle,$5.99
Gummy Zone Two-Headed Gummi Worms,$5.99
Reese's Pieces Peanut Candy,$3.79
"M&M's Milk Chocolate Candies, Bowl Size Bag",$7.99
Hershey's Reese'S Pieces With Caramel Flavoured Chocolate Candy,$4.99
Hershey's Milk Chocolate Dipped Pretzel,$4.99
Ritter Sport Alpine Milk Chocolate,$3.49
Coca-Cola Soda,$6.99
Coca-Cola Bottle,$1.69
Pepsi Soda,$2.49
Coca-Cola Soda,$4.99
Coca-Cola Cola,$10.79
"Canada Dry Ginger Ale, Bottle",$1.69
"Coca-Cola Zero Sugar, Bottle",$1.69
"Canada Dry Ginger Ale, 6 Pack",$4.99
Pepsi Soda,$5.29
Canada Dry Limited Edition Cranberry Ginger Ale,$6.99
Pepsi Pespi Cans,$11.29
Pepsi Diet Soda,$2.49
"Canada Dry Ginger Ale, 6 Pack Mini-Cans",$3.99
Coca-Cola Diet Coke,$4.99
Pepsi Diet Soda,$5.29
Coca-Cola Classic,$3.99
President's Choice Low Sodium Club Soda,$4.79
Coca-Cola Diet Coke Cans,$10.79
Coca-Cola Zero,$10.79
Canada Dry Limited Edition Diet Cranberry Ginger Ale,$6.99
"Coca-Cola Diet , Bottle",$1.69
7Up Soda,$2.49
Canada Dry Ginger Ale,$10.79
Canada Dry Diet Ginger Ale,$6.99
Fresca Soda,$6.99
A&W Diet Root Beer,$6.99
"Dr Pepper Zero Sugar, 12-Pack",$6.69
Pepsi Diet Soda,$11.29
Sprite Bottle,$1.69
FANTA Orange Bottle,$1.69
Jarritos Soda Grapefruit Natural Flavours,$1.59
"Pepsi Throwback Cola, 12-Pack",$6.69
Dr Pepper Soda,$2.49
Crush Orange Crush,$2.49
Crush Cream Soft Drink,$2.49
Mountain Dew Voltage Soda,$2.49
Christie Dads Root Beer,$16.49
Stewart's Root Beer,$5.19
Crush Tray Orange Soda,$11.29
Jones Soda Green Apple Cane Sugar Craft Soda 12 Pack,$14.49
"FANTA Pineapple Fridgepack Cans, 12 Pack",$6.99
Pepsi Sleek Soda,$7.99
Canada Dry Tonic Water,$6.99
Mountain Dew Soda,$2.49
Schweppes Ginger Ale,$2.49
Mug Root Beer Soda,$2.49
Mountain Dew Soda,$2.49
Canada Dry Premium Ginger Beer,$7.99
Dr Pepper Soda,$11.29
Schweppes Club Soda,$6.69
Coca-Cola Diet Bottle,$1.89
Jarritos Mexican Cola Soda with Natural and Artificial Flavours,$1.59
Schweppes Ginger Ale Zero Sugar,$6.69
"Nestea Lemon Tea, Cartons 10 Pack",$3.79
Carnation Hot Chocolate,$3.99
Starbucks Medium Roast Iced Coffee,$7.99
Starbucks Blonde Roast Iced Coffee,$7.99
Pure Leaf Lemon Iced Tea,$4.79
Carnation Marshmallow Hot Chocolate Canister,$6.99
Tetley Peppermint Herbal Cannister Pack,$3.99
Tetley The Orange Pekoe,$5.99
Tetley Orange Pekoe Black Tea,$12.49
Red Rose Orange Pekoe Black Tea,$5.99
Red Rose Orange Pekoe Black Tea 100% Rainforest Alliance Certified,$11.49
No Name Hot Chocolate Mix,$12.49
"Carnation Rich And Creamy Hot Chocolate, Large Canister",$17.49
Tetley Decafeine Orange Pekoe,$9.99
"Arizona Iced Tea, Peach",$24.99
"Lynch Drink Mix, Hot Apple Cider",$23.99
Higgins and Burke Lemon Black Tea,$4.99
Natural Cabana Lemonade Peach,$26.29
Twinings Lemon & Ginger Tea,$9.99
Bigelow Green Tea,$5.29
Twinings 50ct Pure Peppermint,$9.99
Red Rose Black Tea Envelope 1 Cup,$6.79
No Name 2-Cup Black Tea Bags,$2.79
Higgins and Burke Peppermint Tea,$4.29
Tea India Tea,$8.99
Higgins and Burke HB Green Tea,$4.99
Lynch Iced Tea Concentrate,$15.29
Higgins and Burke Earl Grey Tea,$4.99
Ovaltine Malted Chocolate Drink Mix,$12.49
"Arizona Arnold Palmer, Half & Half",$24.99
Arizona Green Tea,$24.99
"GFS Drink Crystals, Fruit Punch",$2.79
Lipton Brisk Lemon Iced Tea,$2.49
Brooke Bond Red Label Black Tea,$7.79
Twinings 100ct Earl Grey,$15.99
Carnation Rich Hot Chocolate,$14.99
"Higgins and Burke Tea, English Breakfast",$4.99
Tetley String & Tag Orange Pekoe Tea,$6.79
Red Rose Tea Bags with Tag,$6.29
Lipton English Breakfast Tea,$5.49
"GFS Drink Crystals, Orange",$2.79
Tetley The Vert Classique,$8.99
"Bigelow Tea, Mint Plantation",$5.69
Lipton Yellow Label Black Tea Refreshing Taste,$7.89
Natural Cabana Lemonade Strawberry,$26.29
Arizona Mucho Mango,$24.99
"Arizona Iced Tea, Lemon",$24.99
"Arizona Iced Tea, Lemon",$24.99
Arizona Kiwi Strawberry Drink,$24.99
Natural Cabana Original Lemonade,$26.29
Arizona Watermelon Drink,$24.99
"President's Choice Green Tea, Club Pack",$4.49
Snapple Kiwi Strawberry,$11.99
Lipton Brisk Lemon Iced Tea,$11.29
